id,prefecture_id,name,created_at,updated_at
981,1,札幌市中央区,2024/10/17 14:05,2024/10/17 14:05
982,1,札幌市北区,2024/10/17 14:05,2024/10/17 14:05
983,1,札幌市東区,2024/10/17 14:05,2024/10/17 14:05
984,1,札幌市白石区,2024/10/17 14:05,2024/10/17 14:05
985,1,札幌市豊平区,2024/10/17 14:05,2024/10/17 14:05
986,1,札幌市南区,2024/10/17 14:05,2024/10/17 14:05
987,1,札幌市西区,2024/10/17 14:05,2024/10/17 14:05
988,1,札幌市厚別区,2024/10/17 14:05,2024/10/17 14:05
989,1,札幌市手稲区,2024/10/17 14:05,2024/10/17 14:05
990,1,札幌市清田区,2024/10/17 14:05,2024/10/17 14:05
991,1,函館市,2024/10/17 14:05,2024/10/17 14:05
992,1,小樽市,2024/10/17 14:05,2024/10/17 14:05
993,1,旭川市,2024/10/17 14:05,2024/10/17 14:05
994,1,室蘭市,2024/10/17 14:05,2024/10/17 14:05
995,1,釧路市,2024/10/17 14:05,2024/10/17 14:05
996,1,帯広市,2024/10/17 14:05,2024/10/17 14:05
997,1,北見市,2024/10/17 14:05,2024/10/17 14:05
998,1,夕張市,2024/10/17 14:05,2024/10/17 14:05
999,1,岩見沢市,2024/10/17 14:05,2024/10/17 14:05
1000,1,網走市,2024/10/17 14:05,2024/10/17 14:05
1001,1,留萌市,2024/10/17 14:05,2024/10/17 14:05
1002,1,苫小牧市,2024/10/17 14:05,2024/10/17 14:05
1003,1,稚内市,2024/10/17 14:05,2024/10/17 14:05
1004,1,美唄市,2024/10/17 14:05,2024/10/17 14:05
1005,1,芦別市,2024/10/17 14:05,2024/10/17 14:05
1006,1,江別市,2024/10/17 14:05,2024/10/17 14:05
1007,1,赤平市,2024/10/17 14:05,2024/10/17 14:05
1008,1,紋別市,2024/10/17 14:05,2024/10/17 14:05
1009,1,士別市,2024/10/17 14:05,2024/10/17 14:05
1010,1,名寄市,2024/10/17 14:05,2024/10/17 14:05
1011,1,三笠市,2024/10/17 14:05,2024/10/17 14:05
1012,1,根室市,2024/10/17 14:05,2024/10/17 14:05
1013,1,千歳市,2024/10/17 14:05,2024/10/17 14:05
1014,1,滝川市,2024/10/17 14:05,2024/10/17 14:05
1015,1,砂川市,2024/10/17 14:05,2024/10/17 14:05
1016,1,歌志内市,2024/10/17 14:05,2024/10/17 14:05
1017,1,深川市,2024/10/17 14:05,2024/10/17 14:05
1018,1,富良野市,2024/10/17 14:05,2024/10/17 14:05
1019,1,登別市,2024/10/17 14:05,2024/10/17 14:05
1020,1,恵庭市,2024/10/17 14:05,2024/10/17 14:05
1021,1,伊達市,2024/10/17 14:05,2024/10/17 14:05
1022,1,北広島市,2024/10/17 14:05,2024/10/17 14:05
1023,1,石狩市,2024/10/17 14:05,2024/10/17 14:05
1024,1,北斗市,2024/10/17 14:05,2024/10/17 14:05
1025,1,石狩郡当別町,2024/10/17 14:05,2024/10/17 14:05
1026,1,石狩郡新篠津村,2024/10/17 14:05,2024/10/17 14:05
1027,1,松前郡松前町,2024/10/17 14:05,2024/10/17 14:05
1028,1,松前郡福島町,2024/10/17 14:05,2024/10/17 14:05
1029,1,上磯郡知内町,2024/10/17 14:05,2024/10/17 14:05
1030,1,上磯郡木古内町,2024/10/17 14:05,2024/10/17 14:05
1031,1,亀田郡七飯町,2024/10/17 14:05,2024/10/17 14:05
1032,1,茅部郡鹿部町,2024/10/17 14:05,2024/10/17 14:05
1033,1,茅部郡森町,2024/10/17 14:05,2024/10/17 14:05
1034,1,二海郡八雲町,2024/10/17 14:05,2024/10/17 14:05
1035,1,山越郡長万部町,2024/10/17 14:05,2024/10/17 14:05
1036,1,檜山郡江差町,2024/10/17 14:05,2024/10/17 14:05
1037,1,檜山郡上ノ国町,2024/10/17 14:05,2024/10/17 14:05
1038,1,檜山郡厚沢部町,2024/10/17 14:05,2024/10/17 14:05
1039,1,爾志郡乙部町,2024/10/17 14:05,2024/10/17 14:05
1040,1,奥尻郡奥尻町,2024/10/17 14:05,2024/10/17 14:05
1041,1,瀬棚郡今金町,2024/10/17 14:05,2024/10/17 14:05
1042,1,久遠郡せたな町,2024/10/17 14:05,2024/10/17 14:05
1043,1,島牧郡島牧村,2024/10/17 14:05,2024/10/17 14:05
1044,1,寿都郡寿都町,2024/10/17 14:05,2024/10/17 14:05
1045,1,寿都郡黒松内町,2024/10/17 14:05,2024/10/17 14:05
1046,1,磯谷郡蘭越町,2024/10/17 14:05,2024/10/17 14:05
1047,1,虻田郡ニセコ町,2024/10/17 14:05,2024/10/17 14:05
1048,1,虻田郡真狩村,2024/10/17 14:05,2024/10/17 14:05
1049,1,虻田郡留寿都村,2024/10/17 14:05,2024/10/17 14:05
1050,1,虻田郡喜茂別町,2024/10/17 14:05,2024/10/17 14:05
1051,1,虻田郡京極町,2024/10/17 14:05,2024/10/17 14:05
1052,1,虻田郡倶知安町,2024/10/17 14:05,2024/10/17 14:05
1053,1,岩内郡共和町,2024/10/17 14:05,2024/10/17 14:05
1054,1,岩内郡岩内町,2024/10/17 14:05,2024/10/17 14:05
1055,1,古宇郡泊村,2024/10/17 14:05,2024/10/17 14:05
1056,1,古宇郡神恵内村,2024/10/17 14:05,2024/10/17 14:05
1057,1,積丹郡積丹町,2024/10/17 14:05,2024/10/17 14:05
1058,1,古平郡古平町,2024/10/17 14:05,2024/10/17 14:05
1059,1,余市郡仁木町,2024/10/17 14:05,2024/10/17 14:05
1060,1,余市郡余市町,2024/10/17 14:05,2024/10/17 14:05
1061,1,余市郡赤井川村,2024/10/17 14:05,2024/10/17 14:05
1062,1,空知郡南幌町,2024/10/17 14:05,2024/10/17 14:05
1063,1,空知郡奈井江町,2024/10/17 14:05,2024/10/17 14:05
1064,1,空知郡上砂川町,2024/10/17 14:05,2024/10/17 14:05
1065,1,夕張郡由仁町,2024/10/17 14:05,2024/10/17 14:05
1066,1,夕張郡長沼町,2024/10/17 14:05,2024/10/17 14:05
1067,1,夕張郡栗山町,2024/10/17 14:05,2024/10/17 14:05
1068,1,樺戸郡月形町,2024/10/17 14:05,2024/10/17 14:05
1069,1,樺戸郡浦臼町,2024/10/17 14:05,2024/10/17 14:05
1070,1,樺戸郡新十津川町,2024/10/17 14:05,2024/10/17 14:05
1071,1,雨竜郡妹背牛町,2024/10/17 14:05,2024/10/17 14:05
1072,1,雨竜郡秩父別町,2024/10/17 14:05,2024/10/17 14:05
1073,1,雨竜郡雨竜町,2024/10/17 14:05,2024/10/17 14:05
1074,1,雨竜郡北竜町,2024/10/17 14:05,2024/10/17 14:05
1075,1,雨竜郡沼田町,2024/10/17 14:05,2024/10/17 14:05
1076,1,上川郡鷹栖町,2024/10/17 14:05,2024/10/17 14:05
1077,1,上川郡東神楽町,2024/10/17 14:05,2024/10/17 14:05
1078,1,上川郡当麻町,2024/10/17 14:05,2024/10/17 14:05
1079,1,上川郡比布町,2024/10/17 14:05,2024/10/17 14:05
1080,1,上川郡愛別町,2024/10/17 14:05,2024/10/17 14:05
1081,1,上川郡上川町,2024/10/17 14:05,2024/10/17 14:05
1082,1,上川郡東川町,2024/10/17 14:05,2024/10/17 14:05
1083,1,上川郡美瑛町,2024/10/17 14:05,2024/10/17 14:05
1084,1,空知郡上富良野町,2024/10/17 14:06,2024/10/17 14:06
1085,1,空知郡中富良野町,2024/10/17 14:06,2024/10/17 14:06
1086,1,空知郡南富良野町,2024/10/17 14:06,2024/10/17 14:06
1087,1,勇払郡占冠村,2024/10/17 14:06,2024/10/17 14:06
1088,1,上川郡和寒町,2024/10/17 14:06,2024/10/17 14:06
1089,1,上川郡剣淵町,2024/10/17 14:06,2024/10/17 14:06
1090,1,上川郡下川町,2024/10/17 14:06,2024/10/17 14:06
1091,1,中川郡美深町,2024/10/17 14:06,2024/10/17 14:06
1092,1,中川郡音威子府村,2024/10/17 14:06,2024/10/17 14:06
1093,1,中川郡中川町,2024/10/17 14:06,2024/10/17 14:06
1094,1,雨竜郡幌加内町,2024/10/17 14:06,2024/10/17 14:06
1095,1,増毛郡増毛町,2024/10/17 14:06,2024/10/17 14:06
1096,1,留萌郡小平町,2024/10/17 14:06,2024/10/17 14:06
1097,1,苫前郡苫前町,2024/10/17 14:06,2024/10/17 14:06
1098,1,苫前郡羽幌町,2024/10/17 14:06,2024/10/17 14:06
1099,1,苫前郡初山別村,2024/10/17 14:06,2024/10/17 14:06
1100,1,天塩郡遠別町,2024/10/17 14:06,2024/10/17 14:06
1101,1,天塩郡天塩町,2024/10/17 14:06,2024/10/17 14:06
1102,1,宗谷郡猿払村,2024/10/17 14:06,2024/10/17 14:06
1103,1,枝幸郡浜頓別町,2024/10/17 14:06,2024/10/17 14:06
1104,1,枝幸郡中頓別町,2024/10/17 14:06,2024/10/17 14:06
